"REF_DATE","GEO","DGUID","Principal statistics","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Total, durable and non-durable goods","Dollars","81","millions","6","v123263908","1.1.1","54905","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-durable goods","Dollars","81","millions","6","v123263909","1.1.3","26029","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Food manufacturing","Dollars","81","millions","6","v123263910","1.1.4","6594","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Beverage and tobacco product manufacturing","Dollars","81","millions","6","v123263911","1.1.5","1583","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile mills","Dollars","81","millions","6","v123263912","1.1.6","382","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile product mills","Dollars","81","millions","6","v123263913","1.1.7","257","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Apparel manufacturing","Dollars","81","millions","6","v123263914","1.1.8","643","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Leather and allied product manufacturing","Dollars","81","millions","6","v123263915","1.1.9","91","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Paper manufacturing","Dollars","81","millions","6","v123263916","1.1.10","2997","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Printing and related support activities","Dollars","81","millions","6","v123263917","1.1.11","1023","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Petroleum and coal products manufacturing","Dollars","81","millions","6","v123263918","1.1.12","5305","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Chemical manufacturing","Dollars","81","millions","6","v123263919","1.1.13","4601","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Plastics and rubber products manufacturing","Dollars","81","millions","6","v123263920","1.1.14","2554","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Durable goods","Dollars","81","millions","6","v123263921","1.1.2","28876","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Wood product manufacturing","Dollars","81","millions","6","v123263922","1.1.15","2809","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-metallic mineral product manufacturing","Dollars","81","millions","6","v123263923","1.1.16","1163","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Primary metal manufacturing","Dollars","81","millions","6","v123263924","1.1.17","4563","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Fabricated metal product manufacturing","Dollars","81","millions","6","v123263925","1.1.18","3357","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Machinery manufacturing","Dollars","81","millions","6","v123263926","1.1.19","2781","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Computer and electronic product manufacturing","Dollars","81","millions","6","v123263927","1.1.20","1600","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Electrical equipment, appliance and component manufacturing","Dollars","81","millions","6","v123263928","1.1.21","1219","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Transportation equipment manufacturing","Dollars","81","millions","6","v123263929","1.1.22","9083","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle manufacturing","Dollars","81","millions","6","v123263930","1.1.23","4460","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle body and trailer manufacturing","Dollars","81","millions","6","v123263931","1.1.24","296","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle parts manufacturing","Dollars","81","millions","6","v123263932","1.1.25","2535","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Aerospace product and parts manufacturing","Dollars","81","millions","6","v123263933","1.1.26","1138","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Railroad rolling stock manufacturing","Dollars","81","millions","6","v123263934","1.1.27","355","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Ship and boat building","Dollars","81","millions","6","v123263935","1.1.28","168","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Other transportation equipment manufacturing","Dollars","81","millions","6","v123263936","1.1.29","131","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Furniture and related product manufacturing","Dollars","81","millions","6","v123263937","1.1.30","1341","","","","0"
"2002-01","Canada","2016A000011124","Sales of goods manufactured (shipments)","Miscellaneous manufacturing","Dollars","81","millions","6","v123263938","1.1.31","959","","","","0"
"2002-01","Canada","2016A000011124","New orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263939","1.2.1","","..","","","0"
"2002-01","Canada","2016A000011124","New orders","Non-durable goods","Dollars","81","millions","6","v123263940","1.2.3","","..","","","0"
"2002-01","Canada","2016A000011124","New orders","Durable goods","Dollars","81","millions","6","v123263941","1.2.2","","..","","","0"
"2002-01","Canada","2016A000011124","Unfilled orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263942","1.3.1","49184","","","","0"
"2002-01","Canada","2016A000011124","Unfilled orders","Non-durable goods","Dollars","81","millions","6","v123263943","1.3.3","2232","","","","0"
"2002-01","Canada","2016A000011124","Unfilled orders","Durable goods","Dollars","81","millions","6","v123263944","1.3.2","46952","","","","0"
"2002-01","Canada","2016A000011124","Inventories","Total, durable and non-durable goods","Dollars","81","millions","6","v123263945","1.4.1","80770","","","","0"
"2002-01","Canada","2016A000011124","Inventories","Non-durable goods","Dollars","81","millions","6","v123263946","1.4.3","30573","","","","0"
"2002-01","Canada","2016A000011124","Inventories","Durable goods","Dollars","81","millions","6","v123263947","1.4.2","50198","","","","0"
"2002-01","Canada","2016A000011124","Inventory of raw materials","Total, durable and non-durable goods","Dollars","81","millions","6","v123263948","1.6.1","35293","","","","0"
"2002-01","Canada","2016A000011124","Inventory of raw materials","Non-durable goods","Dollars","81","millions","6","v123263949","1.6.3","12731","","","","0"
"2002-01","Canada","2016A000011124","Inventory of raw materials","Durable goods","Dollars","81","millions","6","v123263950","1.6.2","22563","","","","0"
"2002-01","Canada","2016A000011124","Inventory of goods or work in process","Total, durable and non-durable goods","Dollars","81","millions","6","v123263951","1.7.1","19071","","","","0"
"2002-01","Canada","2016A000011124","Inventory of goods or work in process","Non-durable goods","Dollars","81","millions","6","v123263952","1.7.3","4212","","","","0"
"2002-01","Canada","2016A000011124","Inventory of goods or work in process","Durable goods","Dollars","81","millions","6","v123263953","1.7.2","14859","","","","0"
"2002-01","Canada","2016A000011124","Inventory of finished goods","Total, durable and non-durable goods","Dollars","81","millions","6","v123263954","1.8.1","26406","","","","0"
"2002-01","Canada","2016A000011124","Inventory of finished goods","Non-durable goods","Dollars","81","millions","6","v123263955","1.8.3","13630","","","","0"
"2002-01","Canada","2016A000011124","Inventory of finished goods","Durable goods","Dollars","81","millions","6","v123263956","1.8.2","12776","","","","0"
"2002-01","Canada","2016A000011124","Inventory to sales ratio","Total, durable and non-durable goods","Dollars","81","units","0","v123263957","1.9.1","1.47","","","","2"
"2002-01","Canada","2016A000011124","Inventory to sales ratio","Non-durable goods","Dollars","81","units","0","v123263958","1.9.3","1.17","","","","2"
"2002-01","Canada","2016A000011124","Inventory to sales ratio","Durable goods","Dollars","81","units","0","v123263959","1.9.2","1.74","","","","2"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Total, durable and non-durable goods","Dollars","81","millions","6","v123263908","1.1.1","56354","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-durable goods","Dollars","81","millions","6","v123263909","1.1.3","26416","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Food manufacturing","Dollars","81","millions","6","v123263910","1.1.4","6665","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Beverage and tobacco product manufacturing","Dollars","81","millions","6","v123263911","1.1.5","1553","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile mills","Dollars","81","millions","6","v123263912","1.1.6","403","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile product mills","Dollars","81","millions","6","v123263913","1.1.7","276","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Apparel manufacturing","Dollars","81","millions","6","v123263914","1.1.8","705","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Leather and allied product manufacturing","Dollars","81","millions","6","v123263915","1.1.9","91","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Paper manufacturing","Dollars","81","millions","6","v123263916","1.1.10","2991","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Printing and related support activities","Dollars","81","millions","6","v123263917","1.1.11","1056","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Petroleum and coal products manufacturing","Dollars","81","millions","6","v123263918","1.1.12","5365","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Chemical manufacturing","Dollars","81","millions","6","v123263919","1.1.13","4720","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Plastics and rubber products manufacturing","Dollars","81","millions","6","v123263920","1.1.14","2591","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Durable goods","Dollars","81","millions","6","v123263921","1.1.2","29938","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Wood product manufacturing","Dollars","81","millions","6","v123263922","1.1.15","2881","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-metallic mineral product manufacturing","Dollars","81","millions","6","v123263923","1.1.16","1173","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Primary metal manufacturing","Dollars","81","millions","6","v123263924","1.1.17","4669","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Fabricated metal product manufacturing","Dollars","81","millions","6","v123263925","1.1.18","3489","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Machinery manufacturing","Dollars","81","millions","6","v123263926","1.1.19","2642","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Computer and electronic product manufacturing","Dollars","81","millions","6","v123263927","1.1.20","1619","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Electrical equipment, appliance and component manufacturing","Dollars","81","millions","6","v123263928","1.1.21","1180","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Transportation equipment manufacturing","Dollars","81","millions","6","v123263929","1.1.22","9862","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle manufacturing","Dollars","81","millions","6","v123263930","1.1.23","5211","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle body and trailer manufacturing","Dollars","81","millions","6","v123263931","1.1.24","307","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle parts manufacturing","Dollars","81","millions","6","v123263932","1.1.25","2543","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Aerospace product and parts manufacturing","Dollars","81","millions","6","v123263933","1.1.26","1108","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Railroad rolling stock manufacturing","Dollars","81","millions","6","v123263934","1.1.27","366","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Ship and boat building","Dollars","81","millions","6","v123263935","1.1.28","248","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Other transportation equipment manufacturing","Dollars","81","millions","6","v123263936","1.1.29","79","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Furniture and related product manufacturing","Dollars","81","millions","6","v123263937","1.1.30","1389","","","","0"
"2002-02","Canada","2016A000011124","Sales of goods manufactured (shipments)","Miscellaneous manufacturing","Dollars","81","millions","6","v123263938","1.1.31","1034","","","","0"
"2002-02","Canada","2016A000011124","New orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263939","1.2.1","56549","","","","0"
"2002-02","Canada","2016A000011124","New orders","Non-durable goods","Dollars","81","millions","6","v123263940","1.2.3","26376","","","","0"
"2002-02","Canada","2016A000011124","New orders","Durable goods","Dollars","81","millions","6","v123263941","1.2.2","30173","","","","0"
"2002-02","Canada","2016A000011124","Unfilled orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263942","1.3.1","49379","","","","0"
"2002-02","Canada","2016A000011124","Unfilled orders","Non-durable goods","Dollars","81","millions","6","v123263943","1.3.3","2192","","","","0"
"2002-02","Canada","2016A000011124","Unfilled orders","Durable goods","Dollars","81","millions","6","v123263944","1.3.2","47187","","","","0"
"2002-02","Canada","2016A000011124","Inventories","Total, durable and non-durable goods","Dollars","81","millions","6","v123263945","1.4.1","81625","","","","0"
"2002-02","Canada","2016A000011124","Inventories","Non-durable goods","Dollars","81","millions","6","v123263946","1.4.3","30558","","","","0"
"2002-02","Canada","2016A000011124","Inventories","Durable goods","Dollars","81","millions","6","v123263947","1.4.2","51067","","","","0"
"2002-02","Canada","2016A000011124","Inventory of raw materials","Total, durable and non-durable goods","Dollars","81","millions","6","v123263948","1.6.1","35500","","","","0"
"2002-02","Canada","2016A000011124","Inventory of raw materials","Non-durable goods","Dollars","81","millions","6","v123263949","1.6.3","12557","","","","0"
"2002-02","Canada","2016A000011124","Inventory of raw materials","Durable goods","Dollars","81","millions","6","v123263950","1.6.2","22943","","","","0"
"2002-02","Canada","2016A000011124","Inventory of goods or work in process","Total, durable and non-durable goods","Dollars","81","millions","6","v123263951","1.7.1","19678","","","","0"
"2002-02","Canada","2016A000011124","Inventory of goods or work in process","Non-durable goods","Dollars","81","millions","6","v123263952","1.7.3","4379","","","","0"
"2002-02","Canada","2016A000011124","Inventory of goods or work in process","Durable goods","Dollars","81","millions","6","v123263953","1.7.2","15300","","","","0"
"2002-02","Canada","2016A000011124","Inventory of finished goods","Total, durable and non-durable goods","Dollars","81","millions","6","v123263954","1.8.1","26447","","","","0"
"2002-02","Canada","2016A000011124","Inventory of finished goods","Non-durable goods","Dollars","81","millions","6","v123263955","1.8.3","13622","","","","0"
"2002-02","Canada","2016A000011124","Inventory of finished goods","Durable goods","Dollars","81","millions","6","v123263956","1.8.2","12825","","","","0"
"2002-02","Canada","2016A000011124","Inventory to sales ratio","Total, durable and non-durable goods","Dollars","81","units","0","v123263957","1.9.1","1.45","","","","2"
"2002-02","Canada","2016A000011124","Inventory to sales ratio","Non-durable goods","Dollars","81","units","0","v123263958","1.9.3","1.16","","","","2"
"2002-02","Canada","2016A000011124","Inventory to sales ratio","Durable goods","Dollars","81","units","0","v123263959","1.9.2","1.71","","","","2"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Total, durable and non-durable goods","Dollars","81","millions","6","v123263908","1.1.1","56512","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-durable goods","Dollars","81","millions","6","v123263909","1.1.3","26508","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Food manufacturing","Dollars","81","millions","6","v123263910","1.1.4","6667","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Beverage and tobacco product manufacturing","Dollars","81","millions","6","v123263911","1.1.5","1581","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile mills","Dollars","81","millions","6","v123263912","1.1.6","388","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile product mills","Dollars","81","millions","6","v123263913","1.1.7","275","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Apparel manufacturing","Dollars","81","millions","6","v123263914","1.1.8","669","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Leather and allied product manufacturing","Dollars","81","millions","6","v123263915","1.1.9","103","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Paper manufacturing","Dollars","81","millions","6","v123263916","1.1.10","3008","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Printing and related support activities","Dollars","81","millions","6","v123263917","1.1.11","1058","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Petroleum and coal products manufacturing","Dollars","81","millions","6","v123263918","1.1.12","5523","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Chemical manufacturing","Dollars","81","millions","6","v123263919","1.1.13","4615","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Plastics and rubber products manufacturing","Dollars","81","millions","6","v123263920","1.1.14","2621","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Durable goods","Dollars","81","millions","6","v123263921","1.1.2","30004","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Wood product manufacturing","Dollars","81","millions","6","v123263922","1.1.15","2842","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-metallic mineral product manufacturing","Dollars","81","millions","6","v123263923","1.1.16","1186","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Primary metal manufacturing","Dollars","81","millions","6","v123263924","1.1.17","4696","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Fabricated metal product manufacturing","Dollars","81","millions","6","v123263925","1.1.18","3443","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Machinery manufacturing","Dollars","81","millions","6","v123263926","1.1.19","2677","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Computer and electronic product manufacturing","Dollars","81","millions","6","v123263927","1.1.20","1704","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Electrical equipment, appliance and component manufacturing","Dollars","81","millions","6","v123263928","1.1.21","1177","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Transportation equipment manufacturing","Dollars","81","millions","6","v123263929","1.1.22","9976","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle manufacturing","Dollars","81","millions","6","v123263930","1.1.23","5191","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle body and trailer manufacturing","Dollars","81","millions","6","v123263931","1.1.24","333","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle parts manufacturing","Dollars","81","millions","6","v123263932","1.1.25","2588","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Aerospace product and parts manufacturing","Dollars","81","millions","6","v123263933","1.1.26","1268","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Railroad rolling stock manufacturing","Dollars","81","millions","6","v123263934","1.1.27","366","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Ship and boat building","Dollars","81","millions","6","v123263935","1.1.28","168","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Other transportation equipment manufacturing","Dollars","81","millions","6","v123263936","1.1.29","62","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Furniture and related product manufacturing","Dollars","81","millions","6","v123263937","1.1.30","1406","","","","0"
"2002-03","Canada","2016A000011124","Sales of goods manufactured (shipments)","Miscellaneous manufacturing","Dollars","81","millions","6","v123263938","1.1.31","896","","","","0"
"2002-03","Canada","2016A000011124","New orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263939","1.2.1","56250","","","","0"
"2002-03","Canada","2016A000011124","New orders","Non-durable goods","Dollars","81","millions","6","v123263940","1.2.3","26539","","","","0"
"2002-03","Canada","2016A000011124","New orders","Durable goods","Dollars","81","millions","6","v123263941","1.2.2","29711","","","","0"
"2002-03","Canada","2016A000011124","Unfilled orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263942","1.3.1","49117","","","","0"
"2002-03","Canada","2016A000011124","Unfilled orders","Non-durable goods","Dollars","81","millions","6","v123263943","1.3.3","2223","","","","0"
"2002-03","Canada","2016A000011124","Unfilled orders","Durable goods","Dollars","81","millions","6","v123263944","1.3.2","46894","","","","0"
"2002-03","Canada","2016A000011124","Inventories","Total, durable and non-durable goods","Dollars","81","millions","6","v123263945","1.4.1","81525","","","","0"
"2002-03","Canada","2016A000011124","Inventories","Non-durable goods","Dollars","81","millions","6","v123263946","1.4.3","30157","","","","0"
"2002-03","Canada","2016A000011124","Inventories","Durable goods","Dollars","81","millions","6","v123263947","1.4.2","51368","","","","0"
"2002-03","Canada","2016A000011124","Inventory of raw materials","Total, durable and non-durable goods","Dollars","81","millions","6","v123263948","1.6.1","34967","","","","0"
"2002-03","Canada","2016A000011124","Inventory of raw materials","Non-durable goods","Dollars","81","millions","6","v123263949","1.6.3","12160","","","","0"
"2002-03","Canada","2016A000011124","Inventory of raw materials","Durable goods","Dollars","81","millions","6","v123263950","1.6.2","22806","","","","0"
"2002-03","Canada","2016A000011124","Inventory of goods or work in process","Total, durable and non-durable goods","Dollars","81","millions","6","v123263951","1.7.1","20234","","","","0"
"2002-03","Canada","2016A000011124","Inventory of goods or work in process","Non-durable goods","Dollars","81","millions","6","v123263952","1.7.3","4481","","","","0"
"2002-03","Canada","2016A000011124","Inventory of goods or work in process","Durable goods","Dollars","81","millions","6","v123263953","1.7.2","15754","","","","0"
"2002-03","Canada","2016A000011124","Inventory of finished goods","Total, durable and non-durable goods","Dollars","81","millions","6","v123263954","1.8.1","26324","","","","0"
"2002-03","Canada","2016A000011124","Inventory of finished goods","Non-durable goods","Dollars","81","millions","6","v123263955","1.8.3","13516","","","","0"
"2002-03","Canada","2016A000011124","Inventory of finished goods","Durable goods","Dollars","81","millions","6","v123263956","1.8.2","12808","","","","0"
"2002-03","Canada","2016A000011124","Inventory to sales ratio","Total, durable and non-durable goods","Dollars","81","units","0","v123263957","1.9.1","1.44","","","","2"
"2002-03","Canada","2016A000011124","Inventory to sales ratio","Non-durable goods","Dollars","81","units","0","v123263958","1.9.3","1.14","","","","2"
"2002-03","Canada","2016A000011124","Inventory to sales ratio","Durable goods","Dollars","81","units","0","v123263959","1.9.2","1.71","","","","2"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Total, durable and non-durable goods","Dollars","81","millions","6","v123263908","1.1.1","56850","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-durable goods","Dollars","81","millions","6","v123263909","1.1.3","26715","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Food manufacturing","Dollars","81","millions","6","v123263910","1.1.4","6714","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Beverage and tobacco product manufacturing","Dollars","81","millions","6","v123263911","1.1.5","1524","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile mills","Dollars","81","millions","6","v123263912","1.1.6","388","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Textile product mills","Dollars","81","millions","6","v123263913","1.1.7","295","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Apparel manufacturing","Dollars","81","millions","6","v123263914","1.1.8","681","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Leather and allied product manufacturing","Dollars","81","millions","6","v123263915","1.1.9","92","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Paper manufacturing","Dollars","81","millions","6","v123263916","1.1.10","2995","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Printing and related support activities","Dollars","81","millions","6","v123263917","1.1.11","1068","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Petroleum and coal products manufacturing","Dollars","81","millions","6","v123263918","1.1.12","5485","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Chemical manufacturing","Dollars","81","millions","6","v123263919","1.1.13","4740","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Plastics and rubber products manufacturing","Dollars","81","millions","6","v123263920","1.1.14","2732","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Durable goods","Dollars","81","millions","6","v123263921","1.1.2","30135","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Wood product manufacturing","Dollars","81","millions","6","v123263922","1.1.15","2950","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Non-metallic mineral product manufacturing","Dollars","81","millions","6","v123263923","1.1.16","1228","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Primary metal manufacturing","Dollars","81","millions","6","v123263924","1.1.17","4790","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Fabricated metal product manufacturing","Dollars","81","millions","6","v123263925","1.1.18","3468","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Machinery manufacturing","Dollars","81","millions","6","v123263926","1.1.19","2706","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Computer and electronic product manufacturing","Dollars","81","millions","6","v123263927","1.1.20","1639","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Electrical equipment, appliance and component manufacturing","Dollars","81","millions","6","v123263928","1.1.21","1146","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Transportation equipment manufacturing","Dollars","81","millions","6","v123263929","1.1.22","9839","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle manufacturing","Dollars","81","millions","6","v123263930","1.1.23","5364","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle body and trailer manufacturing","Dollars","81","millions","6","v123263931","1.1.24","311","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Motor vehicle parts manufacturing","Dollars","81","millions","6","v123263932","1.1.25","2622","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Aerospace product and parts manufacturing","Dollars","81","millions","6","v123263933","1.1.26","838","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Railroad rolling stock manufacturing","Dollars","81","millions","6","v123263934","1.1.27","367","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Ship and boat building","Dollars","81","millions","6","v123263935","1.1.28","214","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Other transportation equipment manufacturing","Dollars","81","millions","6","v123263936","1.1.29","123","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Furniture and related product manufacturing","Dollars","81","millions","6","v123263937","1.1.30","1369","","","","0"
"2002-04","Canada","2016A000011124","Sales of goods manufactured (shipments)","Miscellaneous manufacturing","Dollars","81","millions","6","v123263938","1.1.31","1000","","","","0"
"2002-04","Canada","2016A000011124","New orders","Total, durable and non-durable goods","Dollars","81","millions","6","v123263939","1.2.1","57813","","","","0"
"2002-04","Canada","2016A000011124","New orders","Non-durable goods","Dollars","81","millions","6","v123263940","1.2.3","26782","","","","0"
