REFERENCE_PERIOD,NAICS,STATUS,SYMBOL,TERMINATED,DECIMALS,CALCULATED_VALUE
2018-04-01,Durable goods,,,,0,29708000000.0
2018-04-01,Wood product manufacturing,,,,0,2712000000.0
2018-04-01,Non-metallic mineral product manufacturing,,,,0,1168000000.0
2018-04-01,Primary metal manufacturing,,,,0,4244000000.0
2018-04-01,Fabricated metal product manufacturing,,,,0,3159000000.0
2018-04-01,Machinery manufacturing,,,,0,3094000000.0
2018-04-01,Computer and electronic product manufacturing,,,,0,1259000000.0
2018-04-01,"Electrical equipment, appliance and component manufacturing",,,,0,856000000.0
2018-04-01,Transportation equipment manufacturing,,,,0,11242000000.0
2018-04-01,Motor vehicle manufacturing,,,,0,5606000000.0
2018-04-01,Motor vehicle body and trailer manufacturing,,,,0,312000000.0
2018-04-01,Motor vehicle parts manufacturing,,,,0,2832000000.0
2018-04-01,Aerospace product and parts manufacturing,,,,0,1825000000.0
2018-04-01,Railroad rolling stock manufacturing,,,,0,185000000.0
2018-04-01,Ship and boat building,,,,0,220000000.0
2018-04-01,Other transportation equipment manufacturing,,,,0,262000000.0
2018-04-01,Furniture and related product manufacturing,,,,0,1014000000.0
2018-04-01,Miscellaneous manufacturing,,,,0,961000000.0
2018-05-01,"Total, durable and non-durable goods",,,,0,55089000000.0
2018-05-01,Non-durable goods,,,,0,25781000000.0
2018-05-01,Food manufacturing,,,,0,8751000000.0
2018-05-01,Beverage and tobacco product manufacturing,,,,0,1226000000.0
2018-05-01,Textile mills,,,,0,173000000.0
2018-05-01,Textile product mills,,,,0,139000000.0
2018-05-01,Apparel manufacturing,,,,0,236000000.0
2018-05-01,Leather and allied product manufacturing,,,,0,27000000.0
2018-05-01,Paper manufacturing,,,,0,2368000000.0
2018-05-01,Printing and related support activities,,,,0,801000000.0
2018-05-01,Petroleum and coal products manufacturing,,,,0,4629000000.0
2018-05-01,Chemical manufacturing,,,,0,4771000000.0
2018-05-01,Plastics and rubber products manufacturing,,,,0,2658000000.0
2018-05-01,Durable goods,,,,0,29309000000.0
2018-05-01,Wood product manufacturing,,,,0,2654000000.0
2018-05-01,Non-metallic mineral product manufacturing,,,,0,1217000000.0
2018-05-01,Primary metal manufacturing,,,,0,4155000000.0
2018-05-01,Fabricated metal product manufacturing,,,,0,3027000000.0
2018-05-01,Machinery manufacturing,,,,0,3450000000.0
2018-05-01,Computer and electronic product manufacturing,,,,0,1309000000.0
2018-05-01,"Electrical equipment, appliance and component manufacturing",,,,0,960000000.0
2018-05-01,Transportation equipment manufacturing,,,,0,10577000000.0
2018-05-01,Motor vehicle manufacturing,,,,0,4934000000.0
2018-05-01,Motor vehicle body and trailer manufacturing,,,,0,304000000.0
2018-05-01,Motor vehicle parts manufacturing,,,,0,2709000000.0
2018-05-01,Aerospace product and parts manufacturing,,,,0,1878000000.0
2018-05-01,Railroad rolling stock manufacturing,,,,0,241000000.0
2018-05-01,Ship and boat building,,,,0,199000000.0
2018-05-01,Other transportation equipment manufacturing,,,,0,312000000.0
2018-05-01,Furniture and related product manufacturing,,,,0,1029000000.0
2018-05-01,Miscellaneous manufacturing,,,,0,930000000.0
2018-06-01,"Total, durable and non-durable goods",,,,0,55777000000.0
2018-06-01,Non-durable goods,,,,0,26466000000.0
2018-06-01,Food manufacturing,,,,0,8754000000.0
2018-06-01,Beverage and tobacco product manufacturing,,,,0,1177000000.0
2018-06-01,Textile mills,,,,0,160000000.0
2018-06-01,Textile product mills,,,,0,152000000.0
2018-06-01,Apparel manufacturing,,,,0,242000000.0
2018-06-01,Leather and allied product manufacturing,,,,0,27000000.0
2018-06-01,Paper manufacturing,,,,0,2396000000.0
2018-06-01,Printing and related support activities,,,,0,755000000.0
2018-06-01,Petroleum and coal products manufacturing,,,,0,5387000000.0
2018-06-01,Chemical manufacturing,,,,0,4677000000.0
2018-06-01,Plastics and rubber products manufacturing,,,,0,2738000000.0
2018-06-01,Durable goods,,,,0,29310000000.0
2018-06-01,Wood product manufacturing,,,,0,2684000000.0
2018-06-01,Non-metallic mineral product manufacturing,,,,0,1205000000.0
2018-06-01,Primary metal manufacturing,,,,0,3993000000.0
2018-06-01,Fabricated metal product manufacturing,,,,0,3138000000.0
2018-06-01,Machinery manufacturing,,,,0,3507000000.0
2018-06-01,Computer and electronic product manufacturing,,,,0,1247000000.0
2018-06-01,"Electrical equipment, appliance and component manufacturing",,,,0,954000000.0
2018-06-01,Transportation equipment manufacturing,,,,0,10545000000.0
2018-06-01,Motor vehicle manufacturing,,,,0,5217000000.0
2018-06-01,Motor vehicle body and trailer manufacturing,,,,0,303000000.0
2018-06-01,Motor vehicle parts manufacturing,,,,0,2697000000.0
2018-06-01,Aerospace product and parts manufacturing,,,,0,1753000000.0
2018-06-01,Railroad rolling stock manufacturing,,,,0,164000000.0
2018-06-01,Ship and boat building,,,,0,194000000.0
2018-06-01,Other transportation equipment manufacturing,,,,0,218000000.0
2018-06-01,Furniture and related product manufacturing,,,,0,1077000000.0
2018-06-01,Miscellaneous manufacturing,,,,0,961000000.0
2018-07-01,"Total, durable and non-durable goods",,,,0,55748000000.0
2018-07-01,Non-durable goods,,,,0,26546000000.0
2018-07-01,Food manufacturing,,,,0,8753000000.0
2018-07-01,Beverage and tobacco product manufacturing,,,,0,1186000000.0
2018-07-01,Textile mills,,,,0,148000000.0
2018-07-01,Textile product mills,,,,0,145000000.0
2018-07-01,Apparel manufacturing,,,,0,214000000.0
2018-07-01,Leather and allied product manufacturing,,,,0,22000000.0
2018-07-01,Paper manufacturing,,,,0,2327000000.0
2018-07-01,Printing and related support activities,,,,0,777000000.0
2018-07-01,Petroleum and coal products manufacturing,,,,0,5533000000.0
2018-07-01,Chemical manufacturing,,,,0,4787000000.0
2018-07-01,Plastics and rubber products manufacturing,,,,0,2653000000.0
2018-07-01,Durable goods,,,,0,29202000000.0
2018-07-01,Wood product manufacturing,,,,0,2669000000.0
2018-07-01,Non-metallic mineral product manufacturing,,,,0,1231000000.0
2018-07-01,Primary metal manufacturing,,,,0,4007000000.0
2018-07-01,Fabricated metal product manufacturing,,,,0,3052000000.0
2018-07-01,Machinery manufacturing,,,,0,3400000000.0
2018-07-01,Computer and electronic product manufacturing,,,,0,1368000000.0
2018-07-01,"Electrical equipment, appliance and component manufacturing",,,,0,941000000.0
2018-07-01,Transportation equipment manufacturing,,,,0,10574000000.0
2018-07-01,Motor vehicle manufacturing,,,,0,5142000000.0
2018-07-01,Motor vehicle body and trailer manufacturing,,,,0,305000000.0
2018-07-01,Motor vehicle parts manufacturing,,,,0,2708000000.0
2018-07-01,Aerospace product and parts manufacturing,,,,0,1598000000.0
2018-07-01,Railroad rolling stock manufacturing,,,,0,291000000.0
2018-07-01,Ship and boat building,,,,0,246000000.0
2018-07-01,Other transportation equipment manufacturing,,,,0,283000000.0
2018-07-01,Furniture and related product manufacturing,,,,0,1022000000.0
2018-07-01,Miscellaneous manufacturing,,,,0,939000000.0
2018-08-01,"Total, durable and non-durable goods",,,,0,55362000000.0
2018-08-01,Non-durable goods,,,,0,26594000000.0
2018-08-01,Food manufacturing,,,,0,8727000000.0
2018-08-01,Beverage and tobacco product manufacturing,,,,0,1178000000.0
2018-08-01,Textile mills,,,,0,149000000.0
2018-08-01,Textile product mills,,,,0,143000000.0
2018-08-01,Apparel manufacturing,,,,0,220000000.0
2018-08-01,Leather and allied product manufacturing,,,,0,25000000.0
2018-08-01,Paper manufacturing,,,,0,2359000000.0
2018-08-01,Printing and related support activities,,,,0,750000000.0
2018-08-01,Petroleum and coal products manufacturing,,,,0,5466000000.0
2018-08-01,Chemical manufacturing,,,,0,4839000000.0
2018-08-01,Plastics and rubber products manufacturing,,,,0,2738000000.0
2018-08-01,Durable goods,,,,0,28768000000.0
2018-08-01,Wood product manufacturing,,,,0,2725000000.0
2018-08-01,Non-metallic mineral product manufacturing,,,,0,1172000000.0
2018-08-01,Primary metal manufacturing,,,,0,3891000000.0
2018-08-01,Fabricated metal product manufacturing,,,,0,3074000000.0
2018-08-01,Machinery manufacturing,,,,0,3532000000.0
2018-08-01,Computer and electronic product manufacturing,,,,0,1341000000.0
2018-08-01,"Electrical equipment, appliance and component manufacturing",,,,0,950000000.0
2018-08-01,Transportation equipment manufacturing,,,,0,10126000000.0
2018-08-01,Motor vehicle manufacturing,,,,0,4755000000.0
2018-08-01,Motor vehicle body and trailer manufacturing,,,,0,270000000.0
2018-08-01,Motor vehicle parts manufacturing,,,,0,2701000000.0
2018-08-01,Aerospace product and parts manufacturing,,,,0,1664000000.0
2018-08-01,Railroad rolling stock manufacturing,,,,0,249000000.0
2018-08-01,Ship and boat building,,,,0,272000000.0
2018-08-01,Other transportation equipment manufacturing,,,,0,215000000.0
2018-08-01,Furniture and related product manufacturing,,,,0,1029000000.0
2018-08-01,Miscellaneous manufacturing,,,,0,929000000.0
2018-09-01,"Total, durable and non-durable goods",,,,0,55147000000.0
2018-09-01,Non-durable goods,,,,0,26397000000.0
2018-09-01,Food manufacturing,,,,0,8625000000.0
2018-09-01,Beverage and tobacco product manufacturing,,,,0,1190000000.0
2018-09-01,Textile mills,,,,0,148000000.0
2018-09-01,Textile product mills,,,,0,126000000.0
2018-09-01,Apparel manufacturing,,,,0,194000000.0
2018-09-01,Leather and allied product manufacturing,,,,0,26000000.0
2018-09-01,Paper manufacturing,,,,0,2217000000.0
2018-09-01,Printing and related support activities,,,,0,790000000.0
2018-09-01,Petroleum and coal products manufacturing,,,,0,5502000000.0
2018-09-01,Chemical manufacturing,,,,0,4884000000.0
2018-09-01,Plastics and rubber products manufacturing,,,,0,2694000000.0
2018-09-01,Durable goods,,,,0,28749000000.0
2018-09-01,Wood product manufacturing,,,,0,2691000000.0
2018-09-01,Non-metallic mineral product manufacturing,,,,0,1171000000.0
2018-09-01,Primary metal manufacturing,,,,0,4074000000.0
2018-09-01,Fabricated metal product manufacturing,,,,0,3071000000.0
2018-09-01,Machinery manufacturing,,,,0,3324000000.0
2018-09-01,Computer and electronic product manufacturing,,,,0,1314000000.0
2018-09-01,"Electrical equipment, appliance and component manufacturing",,,,0,947000000.0
2018-09-01,Transportation equipment manufacturing,,,,0,10183000000.0
2018-09-01,Motor vehicle manufacturing,,,,0,5007000000.0
2018-09-01,Motor vehicle body and trailer manufacturing,,,,0,295000000.0
2018-09-01,Motor vehicle parts manufacturing,,,,0,2745000000.0
2018-09-01,Aerospace product and parts manufacturing,,,,0,1468000000.0
2018-09-01,Railroad rolling stock manufacturing,,,,0,283000000.0
2018-09-01,Ship and boat building,,,,0,153000000.0
2018-09-01,Other transportation equipment manufacturing,,,,0,232000000.0
2018-09-01,Furniture and related product manufacturing,,,,0,1017000000.0
2018-09-01,Miscellaneous manufacturing,,,,0,958000000.0
2018-10-01,"Total, durable and non-durable goods",,,,0,55759000000.0
2018-10-01,Non-durable goods,,,,0,26401000000.0
2018-10-01,Food manufacturing,,,,0,8581000000.0
2018-10-01,Beverage and tobacco product manufacturing,,,,0,1136000000.0
2018-10-01,Textile mills,,,,0,158000000.0
2018-10-01,Textile product mills,,,,0,149000000.0
2018-10-01,Apparel manufacturing,,,,0,221000000.0
2018-10-01,Leather and allied product manufacturing,,,,0,25000000.0
2018-10-01,Paper manufacturing,,,,0,2317000000.0
2018-10-01,Printing and related support activities,,,,0,748000000.0
2018-10-01,Petroleum and coal products manufacturing,,,,0,5543000000.0
2018-10-01,Chemical manufacturing,,,,0,4797000000.0
2018-10-01,Plastics and rubber products manufacturing,,,,0,2726000000.0
2018-10-01,Durable goods,,,,0,29358000000.0
2018-10-01,Wood product manufacturing,,,,0,2760000000.0
2018-10-01,Non-metallic mineral product manufacturing,,,,0,1188000000.0
2018-10-01,Primary metal manufacturing,,,,0,3900000000.0
2018-10-01,Fabricated metal product manufacturing,,,,0,3137000000.0
2018-10-01,Machinery manufacturing,,,,0,3354000000.0
2018-10-01,Computer and electronic product manufacturing,,,,0,1310000000.0
2018-10-01,"Electrical equipment, appliance and component manufacturing",,,,0,922000000.0
2018-10-01,Transportation equipment manufacturing,,,,0,10780000000.0
2018-10-01,Motor vehicle manufacturing,,,,0,5271000000.0
2018-10-01,Motor vehicle body and trailer manufacturing,,,,0,280000000.0
2018-10-01,Motor vehicle parts manufacturing,,,,0,2834000000.0
2018-10-01,Aerospace product and parts manufacturing,,,,0,1743000000.0
2018-10-01,Railroad rolling stock manufacturing,,,,0,248000000.0
2018-10-01,Ship and boat building,,,,0,189000000.0
2018-10-01,Other transportation equipment manufacturing,,,,0,213000000.0
2018-10-01,Furniture and related product manufacturing,,,,0,1037000000.0
2018-10-01,Miscellaneous manufacturing,,,,0,972000000.0
2018-11-01,"Total, durable and non-durable goods",,,,0,55423000000.0
2018-11-01,Non-durable goods,,,,0,26249000000.0
2018-11-01,Food manufacturing,,,,0,8808000000.0
2018-11-01,Beverage and tobacco product manufacturing,,,,0,1191000000.0
2018-11-01,Textile mills,,,,0,149000000.0
2018-11-01,Textile product mills,,,,0,132000000.0
2018-11-01,Apparel manufacturing,,,,0,234000000.0
2018-11-01,Leather and allied product manufacturing,,,,0,26000000.0
2018-11-01,Paper manufacturing,,,,0,2227000000.0
2018-11-01,Printing and related support activities,,,,0,740000000.0
2018-11-01,Petroleum and coal products manufacturing,,,,0,5234000000.0
2018-11-01,Chemical manufacturing,,,,0,4839000000.0
2018-11-01,Plastics and rubber products manufacturing,,,,0,2670000000.0
2018-11-01,Durable goods,,,,0,29175000000.0
2018-11-01,Wood product manufacturing,,,,0,2828000000.0
2018-11-01,Non-metallic mineral product manufacturing,,,,0,1179000000.0
2018-11-01,Primary metal manufacturing,,,,0,3901000000.0
2018-11-01,Fabricated metal product manufacturing,,,,0,3142000000.0
2018-11-01,Machinery manufacturing,,,,0,3354000000.0
2018-11-01,Computer and electronic product manufacturing,,,,0,1268000000.0
2018-11-01,"Electrical equipment, appliance and component manufacturing",,,,0,923000000.0
2018-11-01,Transportation equipment manufacturing,,,,0,10583000000.0
2018-11-01,Motor vehicle manufacturing,,,,0,5085000000.0
2018-11-01,Motor vehicle body and trailer manufacturing,,,,0,297000000.0
2018-11-01,Motor vehicle parts manufacturing,,,,0,2631000000.0
2018-11-01,Aerospace product and parts manufacturing,,,,0,1821000000.0
2018-11-01,Railroad rolling stock manufacturing,,,,0,296000000.0
2018-11-01,Ship and boat building,,,,0,223000000.0
2018-11-01,Other transportation equipment manufacturing,,,,0,230000000.0
2018-11-01,Furniture and related product manufacturing,,,,0,1058000000.0
2018-11-01,Miscellaneous manufacturing,,,,0,938000000.0
2018-12-01,"Total, durable and non-durable goods",,,,0,55100000000.0
2018-12-01,Non-durable goods,,,,0,25872000000.0
2018-12-01,Food manufacturing,,,,0,8603000000.0
2018-12-01,Beverage and tobacco product manufacturing,,,,0,1170000000.0
2018-12-01,Textile mills,,,,0,147000000.0
2018-12-01,Textile product mills,,,,0,143000000.0
2018-12-01,Apparel manufacturing,,,,0,251000000.0
2018-12-01,Leather and allied product manufacturing,,,,0,26000000.0
2018-12-01,Paper manufacturing,,,,0,2191000000.0
2018-12-01,Printing and related support activities,,,,0,723000000.0
2018-12-01,Petroleum and coal products manufacturing,,,,0,5056000000.0
2018-12-01,Chemical manufacturing,,,,0,4868000000.0
2018-12-01,Plastics and rubber products manufacturing,,,,0,2696000000.0
2018-12-01,Durable goods,,,,0,29227000000.0
2018-12-01,Wood product manufacturing,,,,0,2737000000.0
2018-12-01,Non-metallic mineral product manufacturing,,,,0,1206000000.0
2018-12-01,Primary metal manufacturing,,,,0,3982000000.0
2018-12-01,Fabricated metal product manufacturing,,,,0,3195000000.0
2018-12-01,Machinery manufacturing,,,,0,3332000000.0
2018-12-01,Computer and electronic product manufacturing,,,,0,1302000000.0
2018-12-01,"Electrical equipment, appliance and component manufacturing",,,,0,944000000.0
2018-12-01,Transportation equipment manufacturing,,,,0,10528000000.0
2018-12-01,Motor vehicle manufacturing,,,,0,5131000000.0
2018-12-01,Motor vehicle body and trailer manufacturing,,,,0,269000000.0
2018-12-01,Motor vehicle parts manufacturing,,,,0,2540000000.0
2018-12-01,Aerospace product and parts manufacturing,,,,0,1872000000.0
2018-12-01,Railroad rolling stock manufacturing,,,,0,283000000.0
2018-12-01,Ship and boat building,,,,0,198000000.0
2018-12-01,Other transportation equipment manufacturing,,,,0,236000000.0
2018-12-01,Furniture and related product manufacturing,,,,0,1037000000.0
2018-12-01,Miscellaneous manufacturing,,,,0,965000000.0
2019-01-01,"Total, durable and non-durable goods",,,,0,56189000000.0
2019-01-01,Non-durable goods,,,,0,26567000000.0
2019-01-01,Food manufacturing,,,,0,8776000000.0
2019-01-01,Beverage and tobacco product manufacturing,,,,0,1184000000.0
2019-01-01,Textile mills,,,,0,164000000.0
2019-01-01,Textile product mills,,,,0,151000000.0
2019-01-01,Apparel manufacturing,,,,0,193000000.0
2019-01-01,Leather and allied product manufacturing,,,,0,24000000.0
2019-01-01,Paper manufacturing,,,,0,2220000000.0
2019-01-01,Printing and related support activities,,,,0,734000000.0
2019-01-01,Petroleum and coal products manufacturing,,,,0,5519000000.0
2019-01-01,Chemical manufacturing,,,,0,4902000000.0
2019-01-01,Plastics and rubber products manufacturing,,,,0,2702000000.0
2019-01-01,Durable goods,,,,0,29622000000.0
2019-01-01,Wood product manufacturing,,,,0,2757000000.0
2019-01-01,Non-metallic mineral product manufacturing,,,,0,1317000000.0
2019-01-01,Primary metal manufacturing,,,,0,4023000000.0
2019-01-01,Fabricated metal product manufacturing,,,,0,3208000000.0
2019-01-01,Machinery manufacturing,,,,0,3173000000.0
2019-01-01,Computer and electronic product manufacturing,,,,0,1342000000.0
2019-01-01,"Electrical equipment, appliance and component manufacturing",,,,0,983000000.0
2019-01-01,Transportation equipment manufacturing,,,,0,10804000000.0
2019-01-01,Motor vehicle manufacturing,,,,0,5400000000.0
2019-01-01,Motor vehicle body and trailer manufacturing,,,,0,290000000.0
2019-01-01,Motor vehicle parts manufacturing,,,,0,2674000000.0
2019-01-01,Aerospace product and parts manufacturing,,,,0,1691000000.0
2019-01-01,Railroad rolling stock manufacturing,,,,0,266000000.0
2019-01-01,Ship and boat building,,,,0,225000000.0
2019-01-01,Other transportation equipment manufacturing,,,,0,259000000.0
2019-01-01,Furniture and related product manufacturing,,,,0,1017000000.0
2019-01-01,Miscellaneous manufacturing,,,,0,999000000.0
2019-02-01,"Total, durable and non-durable goods",,,,0,55330000000.0
2019-02-01,Non-durable goods,,,,0,26290000000.0
2019-02-01,Food manufacturing,,,,0,8699000000.0
2019-02-01,Beverage and tobacco product manufacturing,,,,0,1198000000.0
2019-02-01,Textile mills,,,,0,143000000.0
2019-02-01,Textile product mills,,,,0,138000000.0
2019-02-01,Apparel manufacturing,,,,0,181000000.0
2019-02-01,Leather and allied product manufacturing,,,,0,24000000.0
2019-02-01,Paper manufacturing,,,,0,2289000000.0
2019-02-01,Printing and related support activities,,,,0,685000000.0
2019-02-01,Petroleum and coal products manufacturing,,,,0,5591000000.0
2019-02-01,Chemical manufacturing,,,,0,4658000000.0
2019-02-01,Plastics and rubber products manufacturing,,,,0,2683000000.0
2019-02-01,Durable goods,,,,0,29040000000.0
2019-02-01,Wood product manufacturing,,,,0,2529000000.0
2019-02-01,Non-metallic mineral product manufacturing,,,,0,1198000000.0
2019-02-01,Primary metal manufacturing,,,,0,3910000000.0
2019-02-01,Fabricated metal product manufacturing,,,,0,3164000000.0
2019-02-01,Machinery manufacturing,,,,0,3321000000.0
2019-02-01,Computer and electronic product manufacturing,,,,0,1385000000.0
2019-02-01,"Electrical equipment, appliance and component manufacturing",,,,0,1021000000.0
2019-02-01,Transportation equipment manufacturing,,,,0,10595000000.0
2019-02-01,Motor vehicle manufacturing,,,,0,5080000000.0
2019-02-01,Motor vehicle body and trailer manufacturing,,,,0,288000000.0
2019-02-01,Motor vehicle parts manufacturing,,,,0,2674000000.0
2019-02-01,Aerospace product and parts manufacturing,,,,0,1825000000.0
2019-02-01,Railroad rolling stock manufacturing,,,,0,307000000.0
2019-02-01,Ship and boat building,,,,0,196000000.0
2019-02-01,Other transportation equipment manufacturing,,,,0,225000000.0
2019-02-01,Furniture and related product manufacturing,,,,0,1020000000.0
2019-02-01,Miscellaneous manufacturing,,,,0,897000000.0
2019-03-01,"Total, durable and non-durable goods",,,,0,55889000000.0
2019-03-01,Non-durable goods,,,,0,26168000000.0
2019-03-01,Food manufacturing,,,,0,8627000000.0
2019-03-01,Beverage and tobacco product manufacturing,,,,0,1165000000.0
2019-03-01,Textile mills,,,,0,154000000.0
2019-03-01,Textile product mills,,,,0,145000000.0
2019-03-01,Apparel manufacturing,,,,0,201000000.0
2019-03-01,Leather and allied product manufacturing,,,,0,25000000.0
2019-03-01,Paper manufacturing,,,,0,2218000000.0
2019-03-01,Printing and related support activities,,,,0,744000000.0
2019-03-01,Petroleum and coal products manufacturing,,,,0,5648000000.0
2019-03-01,Chemical manufacturing,,,,0,4633000000.0
2019-03-01,Plastics and rubber products manufacturing,,,,0,2609000000.0
2019-03-01,Durable goods,,,,0,29721000000.0
2019-03-01,Wood product manufacturing,,,,0,2537000000.0
2019-03-01,Non-metallic mineral product manufacturing,,,,0,1255000000.0
2019-03-01,Primary metal manufacturing,,,,0,4134000000.0
2019-03-01,Fabricated metal product manufacturing,,,,0,3174000000.0
2019-03-01,Machinery manufacturing,,,,0,3441000000.0
2019-03-01,Computer and electronic product manufacturing,,,,0,1383000000.0
2019-03-01,"Electrical equipment, appliance and component manufacturing",,,,0,875000000.0
2019-03-01,Transportation equipment manufacturing,,,,0,10914000000.0
2019-03-01,Motor vehicle manufacturing,,,,0,5314000000.0
2019-03-01,Motor vehicle body and trailer manufacturing,,,,0,254000000.0
2019-03-01,Motor vehicle parts manufacturing,,,,0,2566000000.0
2019-03-01,Aerospace product and parts manufacturing,,,,0,1995000000.0
2019-03-01,Railroad rolling stock manufacturing,,,,0,278000000.0
2019-03-01,Ship and boat building,,,,0,200000000.0
2019-03-01,Other transportation equipment manufacturing,,,,0,306000000.0
2019-03-01,Furniture and related product manufacturing,,,,0,1020000000.0
2019-03-01,Miscellaneous manufacturing,,,,0,988000000.0
2019-04-01,"Total, durable and non-durable goods",,,,0,56123000000.0
2019-04-01,Non-durable goods,,,,0,26788000000.0
2019-04-01,Food manufacturing,,,,0,8915000000.0
2019-04-01,Beverage and tobacco product manufacturing,,,,0,1150000000.0
2019-04-01,Textile mills,,,,0,148000000.0
2019-04-01,Textile product mills,,,,0,141000000.0
2019-04-01,Apparel manufacturing,,,,0,216000000.0
2019-04-01,Leather and allied product manufacturing,,,,0,28000000.0
2019-04-01,Paper manufacturing,,,,0,2208000000.0
2019-04-01,Printing and related support activities,,,,0,787000000.0
2019-04-01,Petroleum and coal products manufacturing,,,,0,5661000000.0
2019-04-01,Chemical manufacturing,,,,0,4849000000.0
2019-04-01,Plastics and rubber products manufacturing,,,,0,2687000000.0
2019-04-01,Durable goods,,,,0,29335000000.0
2019-04-01,Wood product manufacturing,,,,0,2596000000.0
2019-04-01,Non-metallic mineral product manufacturing,,,,0,1241000000.0
2019-04-01,Primary metal manufacturing,,,,0,3982000000.0
2019-04-01,Fabricated metal product manufacturing,,,,0,3199000000.0
2019-04-01,Machinery manufacturing,,,,0,3289000000.0
2019-04-01,Computer and electronic product manufacturing,,,,0,1352000000.0
2019-04-01,"Electrical equipment, appliance and component manufacturing",,,,0,925000000.0
2019-04-01,Transportation equipment manufacturing,,,,0,10733000000.0
2019-04-01,Motor vehicle manufacturing,,,,0,4923000000.0
2019-04-01,Motor vehicle body and trailer manufacturing,,,,0,295000000.0
2019-04-01,Motor vehicle parts manufacturing,,,,0,2615000000.0
2019-04-01,Aerospace product and parts manufacturing,,,,0,2071000000.0
2019-04-01,Railroad rolling stock manufacturing,,,,0,373000000.0
2019-04-01,Ship and boat building,,,,0,225000000.0
2019-04-01,Other transportation equipment manufacturing,,,,0,230000000.0
2019-04-01,Furniture and related product manufacturing,,,,0,1028000000.0
2019-04-01,Miscellaneous manufacturing,,,,0,991000000.0
2019-05-01,"Total, durable and non-durable goods",,,,0,57626000000.0
2019-05-01,Non-durable goods,,,,0,27177000000.0
2019-05-01,Food manufacturing,,,,0,8963000000.0
2019-05-01,Beverage and tobacco product manufacturing,,,,0,1157000000.0
2019-05-01,Textile mills,,,,0,152000000.0
2019-05-01,Textile product mills,,,,0,138000000.0
2019-05-01,Apparel manufacturing,,,,0,237000000.0
2019-05-01,Leather and allied product manufacturing,,,,0,30000000.0
2019-05-01,Paper manufacturing,,,,0,2235000000.0
2019-05-01,Printing and related support activities,,,,0,744000000.0
2019-05-01,Petroleum and coal products manufacturing,,,,0,5991000000.0
2019-05-01,Chemical manufacturing,,,,0,4789000000.0
2019-05-01,Plastics and rubber products manufacturing,,,,0,2742000000.0
2019-05-01,Durable goods,,,,0,30449000000.0
2019-05-01,Wood product manufacturing,,,,0,2647000000.0
2019-05-01,Non-metallic mineral product manufacturing,,,,0,1260000000.0
2019-05-01,Primary metal manufacturing,,,,0,3969000000.0
2019-05-01,Fabricated metal product manufacturing,,,,0,3313000000.0
2019-05-01,Machinery manufacturing,,,,0,3426000000.0
2019-05-01,Computer and electronic product manufacturing,,,,0,1359000000.0
2019-05-01,"Electrical equipment, appliance and component manufacturing",,,,0,932000000.0
2019-05-01,Transportation equipment manufacturing,,,,0,11547000000.0
2019-05-01,Motor vehicle manufacturing,,,,0,5542000000.0
2019-05-01,Motor vehicle body and trailer manufacturing,,,,0,298000000.0
2019-05-01,Motor vehicle parts manufacturing,,,,0,2795000000.0
2019-05-01,Aerospace product and parts manufacturing,,,,0,2122000000.0
2019-05-01,Railroad rolling stock manufacturing,,,,0,292000000.0
2019-05-01,Ship and boat building,,,,0,276000000.0
2019-05-01,Other transportation equipment manufacturing,,,,0,222000000.0
2019-05-01,Furniture and related product manufacturing,,,,0,1047000000.0
2019-05-01,Miscellaneous manufacturing,,,,0,950000000.0
2019-06-01,"Total, durable and non-durable goods",,,,0,56311000000.0
2019-06-01,Non-durable goods,,,,0,26185000000.0
2019-06-01,Food manufacturing,,,,0,8585000000.0
2019-06-01,Beverage and tobacco product manufacturing,,,,0,1139000000.0
2019-06-01,Textile mills,,,,0,146000000.0
2019-06-01,Textile product mills,,,,0,137000000.0
2019-06-01,Apparel manufacturing,,,,0,214000000.0
2019-06-01,Leather and allied product manufacturing,,,,0,27000000.0
2019-06-01,Paper manufacturing,,,,0,2205000000.0
2019-06-01,Printing and related support activities,,,,0,737000000.0
2019-06-01,Petroleum and coal products manufacturing,,,,0,5586000000.0
2019-06-01,Chemical manufacturing,,,,0,4783000000.0
2019-06-01,Plastics and rubber products manufacturing,,,,0,2626000000.0
2019-06-01,Durable goods,,,,0,30127000000.0
2019-06-01,Wood product manufacturing,,,,0,2620000000.0
2019-06-01,Non-metallic mineral product manufacturing,,,,0,1220000000.0
2019-06-01,Primary metal manufacturing,,,,0,4317000000.0
2019-06-01,Fabricated metal product manufacturing,,,,0,3213000000.0
2019-06-01,Machinery manufacturing,,,,0,3160000000.0
2019-06-01,Computer and electronic product manufacturing,,,,0,1321000000.0
2019-06-01,"Electrical equipment, appliance and component manufacturing",,,,0,892000000.0
2019-06-01,Transportation equipment manufacturing,,,,0,11386000000.0
2019-06-01,Motor vehicle manufacturing,,,,0,5662000000.0
2019-06-01,Motor vehicle body and trailer manufacturing,,,,0,262000000.0
2019-06-01,Motor vehicle parts manufacturing,,,,0,2799000000.0
2019-06-01,Aerospace product and parts manufacturing,,,,0,1790000000.0
2019-06-01,Railroad rolling stock manufacturing,,,,0,356000000.0
2019-06-01,Ship and boat building,,,,0,235000000.0
2019-06-01,Other transportation equipment manufacturing,,,,0,281000000.0
2019-06-01,Furniture and related product manufacturing,,,,0,1030000000.0
