REFERENCE_PERIOD,NAICS,STATUS,SYMBOL,TERMINATED,DECIMALS,CALCULATED_VALUE
2006-02-01,Transportation equipment manufacturing,,,,0,11292000000.0
2006-02-01,Motor vehicle manufacturing,,,,0,5916000000.0
2006-02-01,Motor vehicle body and trailer manufacturing,,,,0,364000000.0
2006-02-01,Motor vehicle parts manufacturing,,,,0,2852000000.0
2006-02-01,Aerospace product and parts manufacturing,,,,0,1417000000.0
2006-02-01,Railroad rolling stock manufacturing,,,,0,331000000.0
2006-02-01,Ship and boat building,,,,0,185000000.0
2006-02-01,Other transportation equipment manufacturing,,,,0,226000000.0
2006-02-01,Furniture and related product manufacturing,,,,0,1189000000.0
2006-02-01,Miscellaneous manufacturing,,,,0,975000000.0
2006-03-01,"Total, durable and non-durable goods",,,,0,59186000000.0
2006-03-01,Non-durable goods,,,,0,27309000000.0
2006-03-01,Food manufacturing,,,,0,7546000000.0
2006-03-01,Beverage and tobacco product manufacturing,,,,0,1290000000.0
2006-03-01,Textile mills,,,,0,235000000.0
2006-03-01,Textile product mills,,,,0,231000000.0
2006-03-01,Apparel manufacturing,,,,0,418000000.0
2006-03-01,Leather and allied product manufacturing,,,,0,51000000.0
2006-03-01,Paper manufacturing,,,,0,2785000000.0
2006-03-01,Printing and related support activities,,,,0,1093000000.0
2006-03-01,Petroleum and coal products manufacturing,,,,0,6013000000.0
2006-03-01,Chemical manufacturing,,,,0,4978000000.0
2006-03-01,Plastics and rubber products manufacturing,,,,0,2671000000.0
2006-03-01,Durable goods,,,,0,31877000000.0
2006-03-01,Wood product manufacturing,,,,0,3165000000.0
2006-03-01,Non-metallic mineral product manufacturing,,,,0,1408000000.0
2006-03-01,Primary metal manufacturing,,,,0,4548000000.0
2006-03-01,Fabricated metal product manufacturing,,,,0,3442000000.0
2006-03-01,Machinery manufacturing,,,,0,3134000000.0
2006-03-01,Computer and electronic product manufacturing,,,,0,1776000000.0
2006-03-01,"Electrical equipment, appliance and component manufacturing",,,,0,992000000.0
2006-03-01,Transportation equipment manufacturing,,,,0,11223000000.0
2006-03-01,Motor vehicle manufacturing,,,,0,5461000000.0
2006-03-01,Motor vehicle body and trailer manufacturing,,,,0,346000000.0
2006-03-01,Motor vehicle parts manufacturing,,,,0,2799000000.0
2006-03-01,Aerospace product and parts manufacturing,,,,0,1883000000.0
2006-03-01,Railroad rolling stock manufacturing,,,,0,356000000.0
2006-03-01,Ship and boat building,,,,0,151000000.0
2006-03-01,Other transportation equipment manufacturing,,,,0,226000000.0
2006-03-01,Furniture and related product manufacturing,,,,0,1214000000.0
2006-03-01,Miscellaneous manufacturing,,,,0,975000000.0
2006-04-01,"Total, durable and non-durable goods",,,,0,58351000000.0
2006-04-01,Non-durable goods,,,,0,26916000000.0
2006-04-01,Food manufacturing,,,,0,7476000000.0
2006-04-01,Beverage and tobacco product manufacturing,,,,0,1320000000.0
2006-04-01,Textile mills,,,,0,228000000.0
2006-04-01,Textile product mills,,,,0,225000000.0
2006-04-01,Apparel manufacturing,,,,0,411000000.0
2006-04-01,Leather and allied product manufacturing,,,,0,43000000.0
2006-04-01,Paper manufacturing,,,,0,2754000000.0
2006-04-01,Printing and related support activities,,,,0,1042000000.0
2006-04-01,Petroleum and coal products manufacturing,,,,0,5622000000.0
2006-04-01,Chemical manufacturing,,,,0,5077000000.0
2006-04-01,Plastics and rubber products manufacturing,,,,0,2718000000.0
2006-04-01,Durable goods,,,,0,31435000000.0
2006-04-01,Wood product manufacturing,,,,0,3081000000.0
2006-04-01,Non-metallic mineral product manufacturing,,,,0,1423000000.0
2006-04-01,Primary metal manufacturing,,,,0,4572000000.0
2006-04-01,Fabricated metal product manufacturing,,,,0,3360000000.0
2006-04-01,Machinery manufacturing,,,,0,3052000000.0
2006-04-01,Computer and electronic product manufacturing,,,,0,1865000000.0
2006-04-01,"Electrical equipment, appliance and component manufacturing",,,,0,1003000000.0
2006-04-01,Transportation equipment manufacturing,,,,0,10853000000.0
2006-04-01,Motor vehicle manufacturing,,,,0,5758000000.0
2006-04-01,Motor vehicle body and trailer manufacturing,,,,0,404000000.0
2006-04-01,Motor vehicle parts manufacturing,,,,0,2874000000.0
2006-04-01,Aerospace product and parts manufacturing,,,,0,1062000000.0
2006-04-01,Railroad rolling stock manufacturing,,,,0,287000000.0
2006-04-01,Ship and boat building,,,,0,165000000.0
2006-04-01,Other transportation equipment manufacturing,,,,0,304000000.0
2006-04-01,Furniture and related product manufacturing,,,,0,1204000000.0
2006-04-01,Miscellaneous manufacturing,,,,0,1022000000.0
2006-05-01,"Total, durable and non-durable goods",,,,0,57530000000.0
2006-05-01,Non-durable goods,,,,0,26103000000.0
2006-05-01,Food manufacturing,,,,0,7421000000.0
2006-05-01,Beverage and tobacco product manufacturing,,,,0,1187000000.0
2006-05-01,Textile mills,,,,0,218000000.0
2006-05-01,Textile product mills,,,,0,223000000.0
2006-05-01,Apparel manufacturing,,,,0,410000000.0
2006-05-01,Leather and allied product manufacturing,,,,0,43000000.0
2006-05-01,Paper manufacturing,,,,0,2783000000.0
2006-05-01,Printing and related support activities,,,,0,1022000000.0
2006-05-01,Petroleum and coal products manufacturing,,,,0,5120000000.0
2006-05-01,Chemical manufacturing,,,,0,4983000000.0
2006-05-01,Plastics and rubber products manufacturing,,,,0,2692000000.0
2006-05-01,Durable goods,,,,0,31427000000.0
2006-05-01,Wood product manufacturing,,,,0,2993000000.0
2006-05-01,Non-metallic mineral product manufacturing,,,,0,1320000000.0
2006-05-01,Primary metal manufacturing,,,,0,4451000000.0
2006-05-01,Fabricated metal product manufacturing,,,,0,3362000000.0
2006-05-01,Machinery manufacturing,,,,0,3038000000.0
2006-05-01,Computer and electronic product manufacturing,,,,0,1745000000.0
2006-05-01,"Electrical equipment, appliance and component manufacturing",,,,0,1007000000.0
2006-05-01,Transportation equipment manufacturing,,,,0,11316000000.0
2006-05-01,Motor vehicle manufacturing,,,,0,5703000000.0
2006-05-01,Motor vehicle body and trailer manufacturing,,,,0,368000000.0
2006-05-01,Motor vehicle parts manufacturing,,,,0,2909000000.0
2006-05-01,Aerospace product and parts manufacturing,,,,0,1522000000.0
2006-05-01,Railroad rolling stock manufacturing,,,,0,338000000.0
2006-05-01,Ship and boat building,,,,0,172000000.0
2006-05-01,Other transportation equipment manufacturing,,,,0,303000000.0
2006-05-01,Furniture and related product manufacturing,,,,0,1187000000.0
2006-05-01,Miscellaneous manufacturing,,,,0,1010000000.0
2006-06-01,"Total, durable and non-durable goods",,,,0,58290000000.0
2006-06-01,Non-durable goods,,,,0,26510000000.0
2006-06-01,Food manufacturing,,,,0,7484000000.0
2006-06-01,Beverage and tobacco product manufacturing,,,,0,1194000000.0
2006-06-01,Textile mills,,,,0,211000000.0
2006-06-01,Textile product mills,,,,0,225000000.0
2006-06-01,Apparel manufacturing,,,,0,411000000.0
2006-06-01,Leather and allied product manufacturing,,,,0,41000000.0
2006-06-01,Paper manufacturing,,,,0,2827000000.0
2006-06-01,Printing and related support activities,,,,0,979000000.0
2006-06-01,Petroleum and coal products manufacturing,,,,0,5637000000.0
2006-06-01,Chemical manufacturing,,,,0,4868000000.0
2006-06-01,Plastics and rubber products manufacturing,,,,0,2634000000.0
2006-06-01,Durable goods,,,,0,31780000000.0
2006-06-01,Wood product manufacturing,,,,0,2942000000.0
2006-06-01,Non-metallic mineral product manufacturing,,,,0,1354000000.0
2006-06-01,Primary metal manufacturing,,,,0,4562000000.0
2006-06-01,Fabricated metal product manufacturing,,,,0,3313000000.0
2006-06-01,Machinery manufacturing,,,,0,2945000000.0
2006-06-01,Computer and electronic product manufacturing,,,,0,1751000000.0
2006-06-01,"Electrical equipment, appliance and component manufacturing",,,,0,963000000.0
2006-06-01,Transportation equipment manufacturing,,,,0,11691000000.0
2006-06-01,Motor vehicle manufacturing,,,,0,6092000000.0
2006-06-01,Motor vehicle body and trailer manufacturing,,,,0,376000000.0
2006-06-01,Motor vehicle parts manufacturing,,,,0,2908000000.0
2006-06-01,Aerospace product and parts manufacturing,,,,0,1558000000.0
2006-06-01,Railroad rolling stock manufacturing,,,,0,279000000.0
2006-06-01,Ship and boat building,,,,0,176000000.0
2006-06-01,Other transportation equipment manufacturing,,,,0,302000000.0
2006-06-01,Furniture and related product manufacturing,,,,0,1212000000.0
2006-06-01,Miscellaneous manufacturing,,,,0,1046000000.0
2006-07-01,"Total, durable and non-durable goods",,,,0,57372000000.0
2006-07-01,Non-durable goods,,,,0,26750000000.0
2006-07-01,Food manufacturing,,,,0,7426000000.0
2006-07-01,Beverage and tobacco product manufacturing,,,,0,1205000000.0
2006-07-01,Textile mills,,,,0,211000000.0
2006-07-01,Textile product mills,,,,0,224000000.0
2006-07-01,Apparel manufacturing,,,,0,376000000.0
2006-07-01,Leather and allied product manufacturing,,,,0,35000000.0
2006-07-01,Paper manufacturing,,,,0,2757000000.0
2006-07-01,Printing and related support activities,,,,0,991000000.0
2006-07-01,Petroleum and coal products manufacturing,,,,0,5932000000.0
2006-07-01,Chemical manufacturing,,,,0,5003000000.0
2006-07-01,Plastics and rubber products manufacturing,,,,0,2590000000.0
2006-07-01,Durable goods,,,,0,30622000000.0
2006-07-01,Wood product manufacturing,,,,0,2856000000.0
2006-07-01,Non-metallic mineral product manufacturing,,,,0,1369000000.0
2006-07-01,Primary metal manufacturing,,,,0,4387000000.0
2006-07-01,Fabricated metal product manufacturing,,,,0,3296000000.0
2006-07-01,Machinery manufacturing,,,,0,3098000000.0
2006-07-01,Computer and electronic product manufacturing,,,,0,1665000000.0
2006-07-01,"Electrical equipment, appliance and component manufacturing",,,,0,980000000.0
2006-07-01,Transportation equipment manufacturing,,,,0,10703000000.0
2006-07-01,Motor vehicle manufacturing,,,,0,5475000000.0
2006-07-01,Motor vehicle body and trailer manufacturing,,,,0,381000000.0
2006-07-01,Motor vehicle parts manufacturing,,,,0,2664000000.0
2006-07-01,Aerospace product and parts manufacturing,,,,0,1534000000.0
2006-07-01,Railroad rolling stock manufacturing,,,,0,209000000.0
2006-07-01,Ship and boat building,,,,0,164000000.0
2006-07-01,Other transportation equipment manufacturing,,,,0,278000000.0
2006-07-01,Furniture and related product manufacturing,,,,0,1220000000.0
2006-07-01,Miscellaneous manufacturing,,,,0,1047000000.0
2006-08-01,"Total, durable and non-durable goods",,,,0,58038000000.0
2006-08-01,Non-durable goods,,,,0,27120000000.0
2006-08-01,Food manufacturing,,,,0,7498000000.0
2006-08-01,Beverage and tobacco product manufacturing,,,,0,1185000000.0
2006-08-01,Textile mills,,,,0,219000000.0
2006-08-01,Textile product mills,,,,0,224000000.0
2006-08-01,Apparel manufacturing,,,,0,355000000.0
2006-08-01,Leather and allied product manufacturing,,,,0,37000000.0
2006-08-01,Paper manufacturing,,,,0,2810000000.0
2006-08-01,Printing and related support activities,,,,0,973000000.0
2006-08-01,Petroleum and coal products manufacturing,,,,0,6050000000.0
2006-08-01,Chemical manufacturing,,,,0,5172000000.0
2006-08-01,Plastics and rubber products manufacturing,,,,0,2597000000.0
2006-08-01,Durable goods,,,,0,30918000000.0
2006-08-01,Wood product manufacturing,,,,0,2839000000.0
2006-08-01,Non-metallic mineral product manufacturing,,,,0,1348000000.0
2006-08-01,Primary metal manufacturing,,,,0,4319000000.0
2006-08-01,Fabricated metal product manufacturing,,,,0,3291000000.0
2006-08-01,Machinery manufacturing,,,,0,2936000000.0
2006-08-01,Computer and electronic product manufacturing,,,,0,1671000000.0
2006-08-01,"Electrical equipment, appliance and component manufacturing",,,,0,1004000000.0
2006-08-01,Transportation equipment manufacturing,,,,0,11248000000.0
2006-08-01,Motor vehicle manufacturing,,,,0,5857000000.0
2006-08-01,Motor vehicle body and trailer manufacturing,,,,0,423000000.0
2006-08-01,Motor vehicle parts manufacturing,,,,0,2805000000.0
2006-08-01,Aerospace product and parts manufacturing,,,,0,1561000000.0
2006-08-01,Railroad rolling stock manufacturing,,,,0,187000000.0
2006-08-01,Ship and boat building,,,,0,194000000.0
2006-08-01,Other transportation equipment manufacturing,,,,0,221000000.0
2006-08-01,Furniture and related product manufacturing,,,,0,1201000000.0
2006-08-01,Miscellaneous manufacturing,,,,0,1061000000.0
2006-09-01,"Total, durable and non-durable goods",,,,0,57395000000.0
2006-09-01,Non-durable goods,,,,0,26990000000.0
2006-09-01,Food manufacturing,,,,0,7636000000.0
2006-09-01,Beverage and tobacco product manufacturing,,,,0,1158000000.0
2006-09-01,Textile mills,,,,0,209000000.0
2006-09-01,Textile product mills,,,,0,223000000.0
2006-09-01,Apparel manufacturing,,,,0,345000000.0
2006-09-01,Leather and allied product manufacturing,,,,0,36000000.0
2006-09-01,Paper manufacturing,,,,0,2768000000.0
2006-09-01,Printing and related support activities,,,,0,928000000.0
2006-09-01,Petroleum and coal products manufacturing,,,,0,6125000000.0
2006-09-01,Chemical manufacturing,,,,0,4958000000.0
2006-09-01,Plastics and rubber products manufacturing,,,,0,2604000000.0
2006-09-01,Durable goods,,,,0,30405000000.0
2006-09-01,Wood product manufacturing,,,,0,2873000000.0
2006-09-01,Non-metallic mineral product manufacturing,,,,0,1317000000.0
2006-09-01,Primary metal manufacturing,,,,0,4067000000.0
2006-09-01,Fabricated metal product manufacturing,,,,0,3233000000.0
2006-09-01,Machinery manufacturing,,,,0,2933000000.0
2006-09-01,Computer and electronic product manufacturing,,,,0,1700000000.0
2006-09-01,"Electrical equipment, appliance and component manufacturing",,,,0,996000000.0
2006-09-01,Transportation equipment manufacturing,,,,0,11072000000.0
2006-09-01,Motor vehicle manufacturing,,,,0,5514000000.0
2006-09-01,Motor vehicle body and trailer manufacturing,,,,0,357000000.0
2006-09-01,Motor vehicle parts manufacturing,,,,0,2728000000.0
2006-09-01,Aerospace product and parts manufacturing,,,,0,1750000000.0
2006-09-01,Railroad rolling stock manufacturing,,,,0,241000000.0
2006-09-01,Ship and boat building,,,,0,179000000.0
2006-09-01,Other transportation equipment manufacturing,,,,0,304000000.0
2006-09-01,Furniture and related product manufacturing,,,,0,1173000000.0
2006-09-01,Miscellaneous manufacturing,,,,0,1041000000.0
2006-10-01,"Total, durable and non-durable goods",,,,0,56411000000.0
2006-10-01,Non-durable goods,,,,0,26660000000.0
2006-10-01,Food manufacturing,,,,0,7538000000.0
2006-10-01,Beverage and tobacco product manufacturing,,,,0,1143000000.0
2006-10-01,Textile mills,,,,0,201000000.0
2006-10-01,Textile product mills,,,,0,232000000.0
2006-10-01,Apparel manufacturing,,,,0,376000000.0
2006-10-01,Leather and allied product manufacturing,,,,0,36000000.0
2006-10-01,Paper manufacturing,,,,0,2803000000.0
2006-10-01,Printing and related support activities,,,,0,929000000.0
2006-10-01,Petroleum and coal products manufacturing,,,,0,5955000000.0
2006-10-01,Chemical manufacturing,,,,0,4895000000.0
2006-10-01,Plastics and rubber products manufacturing,,,,0,2550000000.0
2006-10-01,Durable goods,,,,0,29752000000.0
2006-10-01,Wood product manufacturing,,,,0,2744000000.0
2006-10-01,Non-metallic mineral product manufacturing,,,,0,1276000000.0
2006-10-01,Primary metal manufacturing,,,,0,4137000000.0
2006-10-01,Fabricated metal product manufacturing,,,,0,3262000000.0
2006-10-01,Machinery manufacturing,,,,0,2838000000.0
2006-10-01,Computer and electronic product manufacturing,,,,0,1749000000.0
2006-10-01,"Electrical equipment, appliance and component manufacturing",,,,0,988000000.0
2006-10-01,Transportation equipment manufacturing,,,,0,10623000000.0
2006-10-01,Motor vehicle manufacturing,,,,0,5380000000.0
2006-10-01,Motor vehicle body and trailer manufacturing,,,,0,394000000.0
2006-10-01,Motor vehicle parts manufacturing,,,,0,2657000000.0
2006-10-01,Aerospace product and parts manufacturing,,,,0,1521000000.0
2006-10-01,Railroad rolling stock manufacturing,,,,0,214000000.0
2006-10-01,Ship and boat building,,,,0,164000000.0
2006-10-01,Other transportation equipment manufacturing,,,,0,293000000.0
2006-10-01,Furniture and related product manufacturing,,,,0,1158000000.0
2006-10-01,Miscellaneous manufacturing,,,,0,976000000.0
2006-11-01,"Total, durable and non-durable goods",,,,0,57333000000.0
2006-11-01,Non-durable goods,,,,0,26787000000.0
2006-11-01,Food manufacturing,,,,0,7487000000.0
2006-11-01,Beverage and tobacco product manufacturing,,,,0,1144000000.0
2006-11-01,Textile mills,,,,0,199000000.0
2006-11-01,Textile product mills,,,,0,232000000.0
2006-11-01,Apparel manufacturing,,,,0,358000000.0
2006-11-01,Leather and allied product manufacturing,,,,0,35000000.0
2006-11-01,Paper manufacturing,,,,0,2763000000.0
2006-11-01,Printing and related support activities,,,,0,913000000.0
2006-11-01,Petroleum and coal products manufacturing,,,,0,6241000000.0
2006-11-01,Chemical manufacturing,,,,0,4863000000.0
2006-11-01,Plastics and rubber products manufacturing,,,,0,2553000000.0
2006-11-01,Durable goods,,,,0,30546000000.0
2006-11-01,Wood product manufacturing,,,,0,2758000000.0
2006-11-01,Non-metallic mineral product manufacturing,,,,0,1314000000.0
2006-11-01,Primary metal manufacturing,,,,0,4064000000.0
2006-11-01,Fabricated metal product manufacturing,,,,0,3260000000.0
2006-11-01,Machinery manufacturing,,,,0,2885000000.0
2006-11-01,Computer and electronic product manufacturing,,,,0,1685000000.0
2006-11-01,"Electrical equipment, appliance and component manufacturing",,,,0,967000000.0
2006-11-01,Transportation equipment manufacturing,,,,0,11416000000.0
2006-11-01,Motor vehicle manufacturing,,,,0,5905000000.0
2006-11-01,Motor vehicle body and trailer manufacturing,,,,0,383000000.0
2006-11-01,Motor vehicle parts manufacturing,,,,0,2785000000.0
2006-11-01,Aerospace product and parts manufacturing,,,,0,1750000000.0
2006-11-01,Railroad rolling stock manufacturing,,,,0,209000000.0
2006-11-01,Ship and boat building,,,,0,176000000.0
2006-11-01,Other transportation equipment manufacturing,,,,0,209000000.0
2006-11-01,Furniture and related product manufacturing,,,,0,1175000000.0
2006-11-01,Miscellaneous manufacturing,,,,0,1023000000.0
2006-12-01,"Total, durable and non-durable goods",,,,0,59343000000.0
2006-12-01,Non-durable goods,,,,0,26897000000.0
2006-12-01,Food manufacturing,,,,0,7574000000.0
2006-12-01,Beverage and tobacco product manufacturing,,,,0,1103000000.0
2006-12-01,Textile mills,,,,0,199000000.0
2006-12-01,Textile product mills,,,,0,236000000.0
2006-12-01,Apparel manufacturing,,,,0,344000000.0
2006-12-01,Leather and allied product manufacturing,,,,0,31000000.0
2006-12-01,Paper manufacturing,,,,0,2777000000.0
2006-12-01,Printing and related support activities,,,,0,966000000.0
2006-12-01,Petroleum and coal products manufacturing,,,,0,6019000000.0
2006-12-01,Chemical manufacturing,,,,0,4879000000.0
2006-12-01,Plastics and rubber products manufacturing,,,,0,2770000000.0
2006-12-01,Durable goods,,,,0,32446000000.0
2006-12-01,Wood product manufacturing,,,,0,2914000000.0
2006-12-01,Non-metallic mineral product manufacturing,,,,0,1533000000.0
2006-12-01,Primary metal manufacturing,,,,0,4002000000.0
2006-12-01,Fabricated metal product manufacturing,,,,0,3453000000.0
2006-12-01,Machinery manufacturing,,,,0,3132000000.0
2006-12-01,Computer and electronic product manufacturing,,,,0,1681000000.0
2006-12-01,"Electrical equipment, appliance and component manufacturing",,,,0,962000000.0
2006-12-01,Transportation equipment manufacturing,,,,0,12531000000.0
2006-12-01,Motor vehicle manufacturing,,,,0,6858000000.0
2006-12-01,Motor vehicle body and trailer manufacturing,,,,0,366000000.0
2006-12-01,Motor vehicle parts manufacturing,,,,0,3014000000.0
2006-12-01,Aerospace product and parts manufacturing,,,,0,1724000000.0
2006-12-01,Railroad rolling stock manufacturing,,,,0,167000000.0
2006-12-01,Ship and boat building,,,,0,144000000.0
2006-12-01,Other transportation equipment manufacturing,,,,0,258000000.0
2006-12-01,Furniture and related product manufacturing,,,,0,1202000000.0
2006-12-01,Miscellaneous manufacturing,,,,0,1036000000.0
2007-01-01,"Total, durable and non-durable goods",,,,0,57202000000.0
2007-01-01,Non-durable goods,,,,0,26237000000.0
2007-01-01,Food manufacturing,,,,0,7270000000.0
2007-01-01,Beverage and tobacco product manufacturing,,,,0,1176000000.0
2007-01-01,Textile mills,,,,0,185000000.0
2007-01-01,Textile product mills,,,,0,228000000.0
2007-01-01,Apparel manufacturing,,,,0,330000000.0
2007-01-01,Leather and allied product manufacturing,,,,0,39000000.0
2007-01-01,Paper manufacturing,,,,0,2748000000.0
2007-01-01,Printing and related support activities,,,,0,869000000.0
2007-01-01,Petroleum and coal products manufacturing,,,,0,5942000000.0
2007-01-01,Chemical manufacturing,,,,0,4910000000.0
2007-01-01,Plastics and rubber products manufacturing,,,,0,2541000000.0
2007-01-01,Durable goods,,,,0,30965000000.0
2007-01-01,Wood product manufacturing,,,,0,2626000000.0
2007-01-01,Non-metallic mineral product manufacturing,,,,0,1479000000.0
2007-01-01,Primary metal manufacturing,,,,0,4134000000.0
2007-01-01,Fabricated metal product manufacturing,,,,0,3361000000.0
2007-01-01,Machinery manufacturing,,,,0,3033000000.0
2007-01-01,Computer and electronic product manufacturing,,,,0,1691000000.0
2007-01-01,"Electrical equipment, appliance and component manufacturing",,,,0,1007000000.0
2007-01-01,Transportation equipment manufacturing,,,,0,11397000000.0
2007-01-01,Motor vehicle manufacturing,,,,0,6045000000.0
2007-01-01,Motor vehicle body and trailer manufacturing,,,,0,405000000.0
2007-01-01,Motor vehicle parts manufacturing,,,,0,2708000000.0
2007-01-01,Aerospace product and parts manufacturing,,,,0,1546000000.0
2007-01-01,Railroad rolling stock manufacturing,,,,0,284000000.0
2007-01-01,Ship and boat building,,,,0,160000000.0
2007-01-01,Other transportation equipment manufacturing,,,,0,249000000.0
2007-01-01,Furniture and related product manufacturing,,,,0,1213000000.0
2007-01-01,Miscellaneous manufacturing,,,,0,1023000000.0
2007-02-01,"Total, durable and non-durable goods",,,,0,56668000000.0
2007-02-01,Non-durable goods,,,,0,26008000000.0
2007-02-01,Food manufacturing,,,,0,7195000000.0
2007-02-01,Beverage and tobacco product manufacturing,,,,0,1075000000.0
2007-02-01,Textile mills,,,,0,197000000.0
2007-02-01,Textile product mills,,,,0,232000000.0
2007-02-01,Apparel manufacturing,,,,0,342000000.0
2007-02-01,Leather and allied product manufacturing,,,,0,42000000.0
2007-02-01,Paper manufacturing,,,,0,2703000000.0
2007-02-01,Printing and related support activities,,,,0,867000000.0
2007-02-01,Petroleum and coal products manufacturing,,,,0,6049000000.0
2007-02-01,Chemical manufacturing,,,,0,4754000000.0
2007-02-01,Plastics and rubber products manufacturing,,,,0,2552000000.0
2007-02-01,Durable goods,,,,0,30660000000.0
2007-02-01,Wood product manufacturing,,,,0,2519000000.0
2007-02-01,Non-metallic mineral product manufacturing,,,,0,1359000000.0
2007-02-01,Primary metal manufacturing,,,,0,4171000000.0
2007-02-01,Fabricated metal product manufacturing,,,,0,3388000000.0
2007-02-01,Machinery manufacturing,,,,0,3073000000.0
2007-02-01,Computer and electronic product manufacturing,,,,0,1713000000.0
2007-02-01,"Electrical equipment, appliance and component manufacturing",,,,0,998000000.0
2007-02-01,Transportation equipment manufacturing,,,,0,11208000000.0
2007-02-01,Motor vehicle manufacturing,,,,0,6056000000.0
2007-02-01,Motor vehicle body and trailer manufacturing,,,,0,417000000.0
2007-02-01,Motor vehicle parts manufacturing,,,,0,2747000000.0
2007-02-01,Aerospace product and parts manufacturing,,,,0,1374000000.0
2007-02-01,Railroad rolling stock manufacturing,,,,0,181000000.0
2007-02-01,Ship and boat building,,,,0,166000000.0
2007-02-01,Other transportation equipment manufacturing,,,,0,267000000.0
2007-02-01,Furniture and related product manufacturing,,,,0,1236000000.0
2007-02-01,Miscellaneous manufacturing,,,,0,994000000.0
2007-03-01,"Total, durable and non-durable goods",,,,0,57586000000.0
2007-03-01,Non-durable goods,,,,0,25947000000.0
2007-03-01,Food manufacturing,,,,0,7080000000.0
2007-03-01,Beverage and tobacco product manufacturing,,,,0,1081000000.0
2007-03-01,Textile mills,,,,0,198000000.0
2007-03-01,Textile product mills,,,,0,232000000.0
2007-03-01,Apparel manufacturing,,,,0,329000000.0
2007-03-01,Leather and allied product manufacturing,,,,0,43000000.0
2007-03-01,Paper manufacturing,,,,0,2722000000.0
2007-03-01,Printing and related support activities,,,,0,859000000.0
2007-03-01,Petroleum and coal products manufacturing,,,,0,6036000000.0
2007-03-01,Chemical manufacturing,,,,0,4765000000.0
2007-03-01,Plastics and rubber products manufacturing,,,,0,2600000000.0
2007-03-01,Durable goods,,,,0,31639000000.0
2007-03-01,Wood product manufacturing,,,,0,2543000000.0
2007-03-01,Non-metallic mineral product manufacturing,,,,0,1441000000.0
2007-03-01,Primary metal manufacturing,,,,0,4262000000.0
2007-03-01,Fabricated metal product manufacturing,,,,0,3409000000.0
2007-03-01,Machinery manufacturing,,,,0,3096000000.0
2007-03-01,Computer and electronic product manufacturing,,,,0,1754000000.0
2007-03-01,"Electrical equipment, appliance and component manufacturing",,,,0,1007000000.0
2007-03-01,Transportation equipment manufacturing,,,,0,11943000000.0
2007-03-01,Motor vehicle manufacturing,,,,0,6485000000.0
2007-03-01,Motor vehicle body and trailer manufacturing,,,,0,427000000.0
2007-03-01,Motor vehicle parts manufacturing,,,,0,2853000000.0
2007-03-01,Aerospace product and parts manufacturing,,,,0,1492000000.0
2007-03-01,Railroad rolling stock manufacturing,,,,0,210000000.0
2007-03-01,Ship and boat building,,,,0,180000000.0
2007-03-01,Other transportation equipment manufacturing,,,,0,294000000.0
2007-03-01,Furniture and related product manufacturing,,,,0,1210000000.0
2007-03-01,Miscellaneous manufacturing,,,,0,973000000.0
2007-04-01,"Total, durable and non-durable goods",,,,0,58073000000.0
2007-04-01,Non-durable goods,,,,0,26211000000.0
2007-04-01,Food manufacturing,,,,0,7230000000.0
2007-04-01,Beverage and tobacco product manufacturing,,,,0,1095000000.0
2007-04-01,Textile mills,,,,0,191000000.0
2007-04-01,Textile product mills,,,,0,230000000.0
2007-04-01,Apparel manufacturing,,,,0,315000000.0
2007-04-01,Leather and allied product manufacturing,,,,0,43000000.0
2007-04-01,Paper manufacturing,,,,0,2753000000.0
2007-04-01,Printing and related support activities,,,,0,952000000.0
2007-04-01,Petroleum and coal products manufacturing,,,,0,6171000000.0
2007-04-01,Chemical manufacturing,,,,0,4670000000.0
2007-04-01,Plastics and rubber products manufacturing,,,,0,2560000000.0
2007-04-01,Durable goods,,,,0,31862000000.0
2007-04-01,Wood product manufacturing,,,,0,2544000000.0
2007-04-01,Non-metallic mineral product manufacturing,,,,0,1409000000.0
2007-04-01,Primary metal manufacturing,,,,0,4376000000.0
2007-04-01,Fabricated metal product manufacturing,,,,0,3504000000.0
2007-04-01,Machinery manufacturing,,,,0,3099000000.0
2007-04-01,Computer and electronic product manufacturing,,,,0,1700000000.0
2007-04-01,"Electrical equipment, appliance and component manufacturing",,,,0,1045000000.0
2007-04-01,Transportation equipment manufacturing,,,,0,12003000000.0
2007-04-01,Motor vehicle manufacturing,,,,0,6179000000.0
2007-04-01,Motor vehicle body and trailer manufacturing,,,,0,430000000.0
2007-04-01,Motor vehicle parts manufacturing,,,,0,2801000000.0
2007-04-01,Aerospace product and parts manufacturing,,,,0,1736000000.0
2007-04-01,Railroad rolling stock manufacturing,,,,0,286000000.0
2007-04-01,Ship and boat building,,,,0,224000000.0
2007-04-01,Other transportation equipment manufacturing,,,,0,346000000.0
2007-04-01,Furniture and related product manufacturing,,,,0,1194000000.0
2007-04-01,Miscellaneous manufacturing,,,,0,986000000.0
2007-05-01,"Total, durable and non-durable goods",,,,0,57322000000.0
2007-05-01,Non-durable goods,,,,0,26109000000.0
2007-05-01,Food manufacturing,,,,0,7299000000.0
2007-05-01,Beverage and tobacco product manufacturing,,,,0,1125000000.0
2007-05-01,Textile mills,,,,0,195000000.0
2007-05-01,Textile product mills,,,,0,244000000.0
2007-05-01,Apparel manufacturing,,,,0,313000000.0
